tittle , url , addr1 , addr2 , number of post , rating value , category , price 
Baggin’s Gourmet Sandwiches , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-10 , 11015 N Oracle Rd , Tucson , 83 , 4 , Delis , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-8 , 5420 E Broadway Blvd , Tucson , 94 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-5 , 2741 E Speedway Blvd , Tucson , 80 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-6 , 1800 E Fort Lowell Rd , Tucson , 49 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-14 , 6342 N Oracle Rd , Tucson , 63 , 3 , Sandwiches , $
Jozarelli’s , https://www.yelp.com/biz/jozarellis-tucson , 1001 S Tyndall , Tucson , 21 , 4 , Food Trucks , $
Taco Giro , https://www.yelp.com/biz/taco-giro-tucson , 5754 E 22nd St , Tucson , 119 , 3 , Mexican , $ , https://www.yelp.com/biz/taco-giro-tucson-2 , 610 N Grande Ave , Tucson , 65 , 3 , Mexican , $$ , https://www.yelp.com/biz/taco-giro-tucson-7 , 9165 E Tanque Verde Rd , Tucson , 31 , 3 , Mexican , $$
Karamelo King , https://www.yelp.com/biz/karamelo-king-tucson , 3752 E Grant Rd , Tucson , 69 , 4 , Mexican , $ , https://www.yelp.com/biz/karamelo-king-tucson-3 , 5224 E Pima St , Tucson , 15 , 4 , Tacos , 
Fonda La Hermanita , https://www.yelp.com/biz/fonda-la-hermanita-tucson , 198 W Cushing St , Tucson , 9 , 4 , Cafes , 
Cyclovia Tucson , https://www.yelp.com/biz/cyclovia-tucson-tucson ,  , Tucson , 9 , 4 , Local Flavor , 
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-47 , 50 South Houghton Rd , Tucson , 19 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-43 , 3025 E Speedway Blvd , Tucson , 63 , 3 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-13 , 802-804 E University Blvd , Tucson , 44 , 3 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-52 , 1821 E Broadway Blvd , Tucson , 48 , 3 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-66 , 5405 E Granite St , Tucson , 9 , 4 , Coffee &amp; Tea , $$
Jimmy John’s , https://www.yelp.com/biz/jimmy-johns-tucson-8 , 2575 N Campbell Ave , Tucson , 30 , 4 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-5 , 5411 E Broadway Blvd , Tucson , 50 , 3 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-7 , 749 N Park Ave , Tucson , 42 , 3 , Sandwiches , $
MOD Pizza , https://www.yelp.com/biz/mod-pizza-tucson-2 , 4386 N Oracle Rd , Tucson , 119 , 4 , Fast Food , $ , https://www.yelp.com/biz/mod-pizza-tucson-3 , 6351 E Broadway Blvd , Tucson , 137 , 4 , Pizza , $$ , https://www.yelp.com/biz/mod-pizza-oro-valley , 10580 N Oracle Rd , Tucson , 108 , 4 , Fast Food , $ , https://www.yelp.com/biz/mod-pizza-tucson-4 , 3780 W Ina Rd , Tucson , 52 , 4 , Fast Food , $ , https://www.yelp.com/biz/mod-pizza-tucson-6 , 1218 W Irvington Rd , Tucson , 18 , 4 , Fast Food , 
Bangkok Cafe , https://www.yelp.com/biz/bangkok-cafe-tucson , 2511 E Speedway Blvd , Tucson , 194 , 3 , Thai , $$
El Molinito , https://www.yelp.com/biz/el-molinito-tucson , 3675 W Ina Rd , Tucson , 194 , 3 , Mexican , $
Hooters , https://www.yelp.com/biz/hooters-tucson-6 , 7280 E Broadway Blvd , Tucson , 85 , 3 , American (Traditional) , $$
Azul Restaurant and Lounge , https://www.yelp.com/biz/azul-restaurant-and-lounge-tucson , 3800 E Sunrise Dr , Tucson , 81 , 3 , Mediterranean , $$$
Jersey Mike’s Subs , https://www.yelp.com/biz/jersey-mikes-subs-tucson , 3400 East Speedway Blvd , Tucson , 74 , 4 , Fast Food , $ , https://www.yelp.com/biz/jersey-mikes-subs-tucson-3 , 6501 E Grant Rd , Tucson , 50 , 3 , Fast Food , $
Saigon Pho , https://www.yelp.com/biz/saigon-pho-tucson , 943 E University , Tucson , 130 , 3 , Vietnamese , $
McDonald Park , https://www.yelp.com/biz/mcdonald-park-tucson , 4100 N Harrison Rd , Tucson , 13 , 4 , Dog Parks , 
Miko’s Corner Playground at Reid Park , https://www.yelp.com/biz/mikos-corner-playground-at-reid-park-tucson , 900 S Randolph Way , Tucson , 36 , 3 , Dog Parks , 
Bacio Italiano , https://www.yelp.com/biz/bacio-italiano-tucson , 943 E University Blvd , Tucson , 28 , 4 , Pizza , $$
El Dorado Tortilla Factory Restaurant , https://www.yelp.com/biz/el-dorado-tortilla-factory-restaurant-tucson-2 , 4619 S Park Ave , Tucson , 28 , 4 , Mexican , $
Casa Molina Del Norte , https://www.yelp.com/biz/casa-molina-del-norte-tucson , 3001 N Campbell Ave , Tucson , 94 , 3 , Mexican , $$
Frank’s Sports Grill &amp; Bar , https://www.yelp.com/biz/franks-sports-grill-and-bar-tucson , 7930 E Speedway Blvd , Tucson , 37 , 3 , Sports Bars , $$
Lucky Wishbone , https://www.yelp.com/biz/lucky-wishbone-tucson-6 , 2545 N Campbell Ave , Tucson , 85 , 3 , Southern , $ , https://www.yelp.com/biz/lucky-wishbone-tucson-7 , 2712 E 22nd St , Tucson , 23 , 4 , Chicken Wings , $
Bashful Bandit , https://www.yelp.com/biz/bashful-bandit-tucson , 3686 E Speedway Blvd , Tucson , 16 , 4 , Bars , $
Hungry Howie’s Pizza , https://www.yelp.com/biz/hungry-howies-pizza-tucson-5 , 150 N Pantano Rd , Tucson , 41 , 3 , Pizza , $
Einstein Bros Bagels , https://www.yelp.com/biz/einstein-bros-bagels-tucson-2 , 4708 E Sunrise Dr , Tucson , 44 , 3 , Bagels , $
Chickenuevo , https://www.yelp.com/biz/chickenuevo-tucson-7 , 2570 E Valencia Rd , Tucson , 45 , 3 , Mexican , $
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-25 , 6210 N Oracle Rd , Tucson , 48 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-9 , 6810 E Tanque Verde Rd , Tucson , 69 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-11 , 7110 N Thornydale Rd , Tucson , 52 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-3 , 7911 N Oracle Rd , Tucson , 49 , 3 , Sandwiches , $
Millie’s Pancake Haus , https://www.yelp.com/biz/millies-pancake-haus-tucson , 6541 E Tanque Verde Rd , Tucson , 163 , 3 , Breakfast &amp; Brunch , $
Jimmy John’s , https://www.yelp.com/biz/jimmy-johns-tucson-8 , 2575 N Campbell Ave , Tucson , 30 , 4 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-5 , 5411 E Broadway Blvd , Tucson , 50 , 3 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-7 , 749 N Park Ave , Tucson , 42 , 3 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-9 , 6310 E Tanque Verde Rd , Tucson , 20 , 4 , Delis , $
Bianchi’s Italian , https://www.yelp.com/biz/bianchis-italian-tucson , 1110 N Silverbell Rd , Tucson , 201 , 3 , Pizza , $$
eegee’s , https://www.yelp.com/biz/eegees-tucson-27 , 7760 E Speedway Blvd , Tucson , 33 , 3 , Sandwiches , $
Foxy Roxy’s Chicken ‘n Cone , https://www.yelp.com/biz/foxy-roxys-chicken-n-cone-tucson ,  , Tucson , 14 , 4 , Grab-and-go , 
Chipotle Mexican Grill , https://www.yelp.com/biz/chipotle-mexican-grill-tucson-5 , 235 W Wetmore Rd , Tucson , 36 , 3 , Mexican , $
The Habit Burger Grill , https://www.yelp.com/biz/the-habit-burger-grill-tucson , 5721 E Broadway Blvd , Tucson , 122 , 3 , Burgers , $$ , https://www.yelp.com/biz/the-habit-burger-grill-tucson-3 , 4874 South Landing Way , Tucson , 37 , 3 , Burgers , $
Chick-fil-A , https://www.yelp.com/biz/chick-fil-a-tucson-2 , 4585 N Oracle Rd , Tucson , 62 , 4 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-7 , 3605 E Broadway Blvd , Tucson , 103 , 3 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-9 , 6675 E Grant Rd , Tucson , 50 , 3 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-12 , 3943 W Ina Rd , Tucson , 55 , 3 , Fast Food , $
Bruegger’s Bagels , https://www.yelp.com/biz/brueggers-bagels-tucson-8 , 1064 North Campbell Ave , Tucson , 54 , 3 , Bagels , $ , https://www.yelp.com/biz/brueggers-bagels-tucson-7 , 6165 East Brdway Blvd , Tucson , 41 , 3 , Bagels , $
Crossroads Festival , https://www.yelp.com/biz/starbucks-tucson-53 , 4811 E Grant , Tucson , 41 , 3 , Coffee &amp; Tea , $$
Smashburger , https://www.yelp.com/biz/smashburger-tucson-5 , 3837 E Broadway Blvd , Tucson , 100 , 3 , Burgers , $ , https://www.yelp.com/biz/smashburger-tucson-4 , 4821 E Grant Rd , Tucson , 150 , 3 , Burgers , $
Papa Murphy’s , https://www.yelp.com/biz/papa-murphys-tucson-4 , 1710 West Valencia Road , Tucson , 12 , 4 , Pizza , $
La Palma Bakery &amp; Tortilla Factory , https://www.yelp.com/biz/la-palma-bakery-and-tortilla-factory-tucson , 3624 N Oracle Rd , Tucson , 12 , 4 , Bakeries , $
Jersey Mike’s Subs , https://www.yelp.com/biz/jersey-mikes-subs-tucson , 3400 East Speedway Blvd , Tucson , 74 , 4 , Fast Food , $ , https://www.yelp.com/biz/jersey-mikes-subs-tucson-3 , 6501 E Grant Rd , Tucson , 50 , 3 , Fast Food , $ , https://www.yelp.com/biz/jersey-mikes-subs-tucson-7 , 9172 S Houghton Rd , Tucson , 29 , 3 , Fast Food , 
Trident Grill IV , https://www.yelp.com/biz/trident-grill-iv-tucson-2 , 2912 W Ina Rd , Tucson , 60 , 3 , Sports Bars , $$
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-25 , 6210 N Oracle Rd , Tucson , 48 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-9 , 6810 E Tanque Verde Rd , Tucson , 69 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-11 , 7110 N Thornydale Rd , Tucson , 52 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-3 , 7911 N Oracle Rd , Tucson , 49 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-12 , 1209 W St Mary&amp;#39;s Rd , Tucson , 31 , 3 , Sandwiches , $
Famous Sam’s , https://www.yelp.com/biz/famous-sams-tucson-8 , 7129 E Golf Links Rd , Tucson , 33 , 3 , American (Traditional) , $$
Little Mexico , https://www.yelp.com/biz/little-mexico-tucson , 698 W Irvington Rd , Tucson , 65 , 3 , Mexican , $
Cold Stone Creamery , https://www.yelp.com/biz/cold-stone-creamery-tucson-6 , 475 W Wetmore Rd , Tucson , 24 , 4 , Ice Cream &amp; Frozen Yogurt , $
Famous Sam’s , https://www.yelp.com/biz/famous-sams-tucson-8 , 7129 E Golf Links Rd , Tucson , 33 , 3 , American (Traditional) , $$ , https://www.yelp.com/biz/famous-sams-tucson-6 , 1970 W River Rd , Tucson , 36 , 3 , Sports Bars , $
The Lodge At Ventana Canyon , https://www.yelp.com/biz/the-lodge-at-ventana-canyon-tucson-3 , 6200 N Club House Ln , Tucson , 47 , 3 , 35 years in business , $$$
Shooter’s Steakhouse and Saloon , https://www.yelp.com/biz/shooters-steakhouse-and-saloon-tucson , 3115 E Prince Rd , Tucson , 80 , 3 , Steakhouses , $$
Jimmy John’s , https://www.yelp.com/biz/jimmy-johns-tucson-8 , 2575 N Campbell Ave , Tucson , 30 , 4 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-5 , 5411 E Broadway Blvd , Tucson , 50 , 3 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-7 , 749 N Park Ave , Tucson , 42 , 3 , Sandwiches , $ , https://www.yelp.com/biz/jimmy-johns-tucson-9 , 6310 E Tanque Verde Rd , Tucson , 20 , 4 , Delis , $ , https://www.yelp.com/biz/jimmy-johns-tucson-13 , 8260 N Cortaro Rd , Tucson , 19 , 4 , Sandwiches , $
Fry’s , https://www.yelp.com/biz/frys-tucson-9 , 8080 S Houghton Rd , Tucson , 39 , 3 , Bakeries , $$
Little Mexico Steakhouse , https://www.yelp.com/biz/little-mexico-steakhouse-tucson , 2851 W Valencia Rd , Tucson , 88 , 3 , Mexican , $$
Lucky Wishbone , https://www.yelp.com/biz/lucky-wishbone-tucson-6 , 2545 N Campbell Ave , Tucson , 85 , 3 , Southern , $ , https://www.yelp.com/biz/lucky-wishbone-tucson-7 , 2712 E 22nd St , Tucson , 23 , 4 , Chicken Wings , $ , https://www.yelp.com/biz/lucky-wishbone-tucson-5 , 4701 E Broadway Blvd , Tucson , 66 , 3 , Chicken Wings , $
Dairy Queen , https://www.yelp.com/biz/dairy-queen-tucson-3 , 100 S Sarnoff Dr , Tucson , 27 , 3 , Fast Food , $
Children’s Museum Oro Valley , https://www.yelp.com/biz/childrens-museum-oro-valley-oro-valley , 11015 N Oracle Rd , Tucson , 28 , 3 , Children's Museums , 
Sentinel Peak East , https://www.yelp.com/biz/sentinel-peak-east-tucson , 9155 E Tanque Verde Rd , Tucson , 28 , 3 , Bars , $$
Fruit Shack , https://www.yelp.com/biz/fruit-shack-tucson-2 , 5420 E Broadway Blvd , Tucson , 13 , 4 , Juice Bars &amp; Smoothies , 
Barnfire Mesquite Grill , https://www.yelp.com/biz/barnfire-mesquite-grill-tucson , 8310 N Thornydale Rd , Tucson , 111 , 3 , Steakhouses , $$
The Depot , https://www.yelp.com/biz/the-depot-tucson , 3501 E Fort Lowell Rd , Tucson , 77 , 3 , Pool Halls , $$
Churasco De Brazil , https://www.yelp.com/biz/churasco-de-brazil-tucson-2 , 4500 N Oracle Rd , Tucson , 7 , 5 , Brazilian , 
Dona Alicia Mexican Food , https://www.yelp.com/biz/dona-alicia-mexican-food-tucson , 5423 S Palo Verde , Tucson , 7 , 5 , Food Trucks , 
Territorial , https://www.yelp.com/biz/territorial-tucson , 3727 S Palo Verde Rd , Tucson , 7 , 5 , Bars , $
Breeze Patio Bar and Grill , https://www.yelp.com/biz/breeze-patio-bar-and-grill-tucson , 6555 E Speedway Blvd , Tucson , 29 , 3 , Bars , $$
Nekter Juice Bar , https://www.yelp.com/biz/nekter-juice-bar-tucson , 2905 E Skyline Dr , Tucson , 20 , 4 , Juice Bars &amp; Smoothies ,  , https://www.yelp.com/biz/nekter-juice-bar-tucson-3 , 2501 E Grant Rd , Tucson , 21 , 4 , Juice Bars &amp; Smoothies , 
Dairy Queen , https://www.yelp.com/biz/dairy-queen-tucson-3 , 100 S Sarnoff Dr , Tucson , 27 , 3 , Fast Food , $ , https://www.yelp.com/biz/dairy-queen-tucson-10 , 5960 N Oracle Rd , Tucson , 30 , 3 , Ice Cream &amp; Frozen Yogurt , $
Chipotle Mexican Grill , https://www.yelp.com/biz/chipotle-mexican-grill-tucson-5 , 235 W Wetmore Rd , Tucson , 36 , 3 , Mexican , $ , https://www.yelp.com/biz/chipotle-mexican-grill-tucson-9 , 9484 E 22nd St , Tucson , 75 , 3 , Fast Food , $
Whataburger , https://www.yelp.com/biz/whataburger-tucson-3 , 6504 E 22nd St , Tucson , 37 , 4 , Fast Food , $ , https://www.yelp.com/biz/whataburger-tucson-6 , 1235 W St Mary&amp;#39;s Rd , Tucson , 29 , 4 , Fast Food , $ , https://www.yelp.com/biz/whataburger-tucson-7 , 435 W Valencia Rd , Tucson , 31 , 3 , Fast Food , $
The Station Pub &amp; Grill , https://www.yelp.com/biz/the-station-pub-and-grill-tucson , 8235 N Silverbell Rd , Tucson , 79 , 3 , American (Traditional) , $$
La Parrilla Suiza , https://www.yelp.com/biz/la-parrilla-suiza-tucson-5 , 5602 E Speedway Blvd , Tucson , 299 , 3 , Mexican , $$ , https://www.yelp.com/biz/la-parrilla-suiza-tucson-8 , 4250 W Ina Rd , Tucson , 133 , 3 , Mexican , $$
New Town Buffet , https://www.yelp.com/biz/new-town-buffet-tucson , 8500 N Cracker Barrel Rd , Tucson , 76 , 3 , Buffets , $$
